"release_speed","balls","strikes","pfx_x","pfx_z","plate_x","plate_z","release_spin_rate","class"
84.4,2,2,1.28,0.61,-0.52,1.93,1871,"Strong"
92.7,2,2,0.9,1.27,-0.25,2.1,2468,"Weak/Miss"
92.4,2,1,1.16,1.14,-0.45,2.34,2490,"Take"
92.6,2,0,1.15,1.28,-0.22,2.62,2468,"Take"
91,1,0,1.27,1.17,-0.21,3.64,2399,"Take"
78.6,0,0,-0.32,-0.42,-1.46,0.77,2556,"Take"
92.9,2,1,1.34,1.26,0.09,2.78,2591,"Weak/Miss"
87.5,1,2,0.35,-0.15,-0.01,1.65,2960,"Strong"
79.6,1,1,-0.61,-0.36,-2.53,-0.26,2583,"Take"
95.1,1,1,-0.95,1.32,0.82,2.72,2729,"Strong"
87.9,0,1,-1.3,0.62,-2.07,4.15,1712,"Take"
93.7,0,1,1.06,1.35,-1.13,2.55,2525,"Take"
92.8,0,0,1.15,1.51,-0.5,2.1,2532,"Weak/Miss"
87.2,0,0,0.51,-0.07,-0.85,2.67,2932,"Take"
78.2,0,1,-0.74,-0.35,-0.83,1.6,2938,"Strong"
83.9,0,0,0.72,1.19,0.44,2.06,1374,"Take"
76.5,1,0,-0.73,-0.98,-0.23,1.32,2879,"Strong"
77.2,0,0,-0.53,-0.89,-1.38,0.34,2895,"Take"
79.7,1,2,0.57,-0.79,0.18,0.64,2593,"Weak/Miss"
83.6,3,2,-0.04,-0.4,-0.22,2.37,1945,"Strong"
87,2,2,-1.4,0.33,-0.21,0.51,1888,"Take"
94,0,2,-0.74,1.23,-0.98,3.46,2140,"Take"
79.6,0,1,0.56,0.08,-0.77,2.27,2437,"Weak/Miss"
96.9,1,2,-0.98,1.13,-0.52,4.21,2259,"Take"
93.8,0,0,-0.76,1.11,-0.8,2.76,2277,"Take"
91.5,2,2,1.03,1.17,0.84,2.04,2292,"Weak/Miss"
83.8,1,2,0.41,-0.28,0.24,1.34,1946,"Weak/Miss"
92,2,2,0.36,1.32,0.53,1.85,2332,"Weak/Miss"
85.6,1,1,-1.23,0.21,-0.98,2.47,1704,"Weak/Miss"
96.3,1,0,-0.97,1.19,0.15,2.06,2334,"Take"
83.8,1,1,0.67,0.79,-0.08,2.76,1516,"Weak/Miss"
96.2,0,0,-1.11,1.11,-1.59,3.12,2234,"Take"
92,0,1,0.31,1.44,-0.58,1.2,2339,"Take"
91.4,0,0,0.14,1.54,0.84,3.07,2210,"Take"
74.9,1,1,-0.95,-0.72,0.06,1.01,2871,"Weak/Miss"
73.8,1,0,-1.37,-0.67,-0.35,2.37,2879,"Weak/Miss"
92.3,0,0,0.71,1.27,-1.17,2.15,2191,"Take"
77.7,1,1,-1.16,-0.26,-0.05,2.57,2816,"Strong"
74.5,1,0,-1.22,-0.28,-0.7,1.4,2740,"Weak/Miss"
93.2,0,0,0.71,1.45,1.57,2.99,2280,"Take"
92.5,1,2,-1.31,0.54,0.77,1.9,2105,"Strong"
84.3,1,2,-1.09,0.37,-1.02,1.69,1586,"Strong"
78.1,0,2,1.15,-0.5,-0.14,3.64,3007,"Take"
84.3,0,1,-0.8,0.54,0.07,3.11,1543,"Take"
84.1,2,1,-0.83,0.86,0.63,1.21,1913,"Weak/Miss"
83.9,1,1,-1.12,0.71,-1.27,3.54,1992,"Take"
85.7,0,1,-1.12,0.7,-0.11,0.76,2022,"Take"
93.8,0,0,-0.45,1.35,0.2,2.48,2400,"Strong"
85.2,2,2,0.33,-0.27,1.03,0.23,1993,"Weak/Miss"
88.3,2,2,-1.41,0.47,0.05,1.7,1902,"Weak/Miss"
97,1,0,-1.02,0.56,0.17,1.73,2085,"Strong"
95.4,0,0,-1,0.59,-0.58,1.46,1988,"Take"
97.5,2,2,-1,1.22,-0.82,2.66,2274,"Weak/Miss"
98.2,2,1,-1.12,1.32,-0.28,2.8,2285,"Weak/Miss"
96.7,2,0,-1.02,1.11,0.76,2.49,2170,"Weak/Miss"
96.9,1,0,-0.91,1.06,-1.8,2.49,2227,"Take"
87.2,0,0,-1.52,0.27,-1.79,2.75,1729,"Take"
86.4,1,0,-0.81,0.49,0.22,1.2,1611,"Strong"
87.8,0,0,-0.83,0.62,0.8,0.63,1693,"Take"
84.5,0,0,0.43,0.5,0.47,1.66,1981,"Strong"
88,1,2,-0.89,0.49,-0.5,1.82,1593,"Strong"
92.9,1,1,-0.91,0.85,0.12,2.34,2342,"Weak/Miss"
94.1,0,1,-0.68,1.06,0.4,3.56,2333,"Take"
93.3,0,0,-0.65,1.18,0.44,2.34,2181,"Take"
95.4,0,0,-1.1,0.53,-0.06,0.83,2361,"Weak/Miss"
84.6,2,2,-0.72,0.22,-1.12,0.88,1508,"Weak/Miss"
88.8,2,2,0.3,0.34,1.13,1.32,2034,"Strong"
86.5,2,2,-0.69,0.65,0.56,1.44,1521,"Weak/Miss"
78.8,1,2,0.26,-1.02,1.45,-1.24,2472,"Take"
85.1,1,1,-0.74,0.7,0.06,2.5,1560,"Weak/Miss"
92.9,0,1,-0.58,1.25,-0.07,1.2,2364,"Take"
93.1,0,0,-0.59,1.22,0.04,2.06,2319,"Strong"
76.6,2,0,-0.54,0.97,-0.63,3.01,1767,"Strong"
86.4,1,0,-0.09,1.36,0.16,4.11,2075,"Take"
78.5,0,0,-0.46,1.18,0.21,0.28,1835,"Take"
88.8,1,0,-0.43,1.15,0.61,3.18,2059,"Weak/Miss"
77.8,0,0,0.1,-0.32,1.06,0.77,2109,"Take"
93.6,1,1,0.46,0.28,-0.2,2.14,2272,"Strong"
86.2,1,0,-0.51,0.42,-0.82,2.05,1462,"Weak/Miss"
95.2,0,0,0.34,0.48,-1.66,2.44,2320,"Take"
92,3,1,-0.16,1.12,-1.11,2.65,2138,"Take"
90.9,3,0,-0.27,1.05,0.49,1.36,2140,"Take"
83.1,2,0,-0.5,1.31,-0.32,0.68,2041,"Take"
83.3,1,0,-0.52,1.35,-0.62,0.22,2024,"Take"
92.4,3,2,1.05,1,-1.13,1.9,2204,"Take"
92.7,0,0,-0.04,0.96,1.11,0.89,2188,"Take"
78.7,2,2,-0.03,-0.02,-1.05,1.25,2040,"Take"
93.3,1,2,0.72,1.18,-1.13,2.48,2181,"Take"
92,1,1,0.65,1.16,-0.25,3.87,2172,"Weak/Miss"
92.5,0,1,0.85,0.72,-0.83,2.72,2118,"Take"
77.9,0,0,-0.04,-0.24,-0.39,1.61,2109,"Take"
79.4,0,2,-0.4,-0.04,0.27,0.99,2151,"Strong"
77.5,0,1,-0.34,0.13,-0.21,0.99,1960,"Weak/Miss"
87.8,0,0,1.35,0.53,-0.05,2.18,2110,"Take"
88.3,0,1,1.2,1.06,0.44,1.82,2159,"Strong"
75.7,0,0,-0.39,-0.09,0.79,1.82,1925,"Take"
90.8,1,2,0.2,1.41,-0.09,1.62,2197,"Weak/Miss"
89.9,1,1,0.99,1.14,0.24,3.52,2241,"Weak/Miss"
90.1,0,1,0.9,1.13,-0.25,1.47,2249,"Take"
100.2,0,2,-1.27,0.93,0,1.96,2450,"Strong"
89.1,0,0,1.06,1.35,-0.33,3.05,2241,"Take"
87.5,0,1,0.44,0.34,1.34,1.4,2378,"Weak/Miss"
100.8,0,0,-0.84,1.06,0.05,3.16,2368,"Weak/Miss"
83.5,1,0,1.26,-0.43,0.33,1.36,2590,"Strong"
82.4,0,0,1.09,-0.04,-0.05,4.03,2751,"Take"
96.8,1,2,-0.51,1.53,-0.71,3.29,2527,"Weak/Miss"
84.8,0,2,0.91,-0.5,1.51,0.18,2720,"Take"
86.1,0,1,0.74,-0.19,0.18,1.68,2659,"Weak/Miss"
96.1,0,0,-0.98,1.23,-0.94,2.2,2505,"Take"
97.7,3,2,-0.46,1.31,-0.28,3.9,2526,"Weak/Miss"
97,3,1,-0.51,1.47,0.41,2.77,2487,"Take"
85.4,2,2,0.59,0.12,0.21,1.78,2222,"Strong"
96.7,3,0,-0.52,1.34,-0.05,2.12,2467,"Take"
86.8,0,1,-1.16,0.85,-0.65,2.83,1545,"Strong"
96.8,2,0,-1.21,1.04,-1.45,3.04,2300,"Take"
93.5,0,0,-1.18,1.29,-1.02,2.69,2277,"Take"
96,1,0,-0.64,1.4,1.26,1.79,2455,"Take"
96.9,0,0,-0.72,1.32,-1.29,3.79,2429,"Take"
88.2,2,2,0.45,0.39,1.19,1.32,2425,"Weak/Miss"
99.5,1,2,-0.85,1.22,-1.24,3.08,2302,"Take"
100.9,0,2,-0.75,1.4,-1.75,4.55,2337,"Take"
88.5,0,1,0.23,0.28,1.47,0.69,2427,"Weak/Miss"
100.7,0,0,-1.04,1.09,0.12,1.62,2377,"Take"
77.8,0,1,-0.26,-1.64,-0.55,1.47,2804,"Weak/Miss"
89.3,0,0,1.18,0.96,0.4,2.1,2102,"Weak/Miss"
84.9,2,1,-0.78,1.04,0.64,2.17,1763,"Strong"
94.1,1,1,-0.83,1.31,1.19,3.45,2136,"Take"
94.6,0,1,-0.62,1.54,-0.97,3.16,2190,"Take"
84.9,0,0,-1.24,0.81,0.02,2.36,1730,"Weak/Miss"
86.4,0,0,-1.3,-0.65,0.36,1.24,1964,"Strong"
89.1,0,2,-0.08,0.91,-0.16,2.24,2420,"Strong"
89.3,0,1,-0.06,1,-0.52,1.65,2432,"Take"
85.4,1,2,-0.79,0.77,-1.71,1.9,1663,"Weak/Miss"
94.9,1,1,-0.5,1.52,0.38,3.87,2316,"Weak/Miss"
85.8,0,1,-1.1,0.63,-0.31,0.34,1694,"Take"
93.6,0,0,-0.63,1.52,-0.89,2.22,2389,"Take"
88,3,2,0.1,0.53,-0.82,0.91,2057,"Weak/Miss"
92.4,2,2,0.6,1.54,1.22,1.51,2176,"Take"
85.8,1,1,-0.05,0.71,-0.83,0.88,2044,"Take"
90.9,0,1,0.36,1.48,1.26,1.63,2143,"Take"
76.7,0,0,0.24,-0.17,-0.11,1.82,1968,"Take"
87.8,1,2,-0.8,0.25,-0.77,1.37,1372,"Weak/Miss"
86.6,1,1,-0.46,0.47,-0.01,1.31,1446,"Weak/Miss"
94,0,1,-0.76,1.3,-0.11,4.29,2493,"Take"
87.8,0,0,-0.9,-0.05,0.34,3.26,1349,"Take"
91.3,3,1,-1.31,0.03,-1.82,2.82,1940,"Take"
93.1,3,2,0.48,1.47,-0.45,2.13,2156,"Strong"
90.8,2,0,-1.3,0.92,-1.02,2.18,2055,"Weak/Miss"
90.9,2,1,-1.29,0.1,-1.85,3.34,1994,"Take"
79.9,2,2,0.11,-0.01,-0.51,0.47,2008,"Take"
91.6,1,0,-1.41,0.7,-1.81,3.73,1970,"Take"
90.1,1,0,-1.33,-0.05,-0.38,1.21,2045,"Take"
85.7,2,1,0.14,0.91,-0.68,2.61,2246,"Weak/Miss"
81.7,0,0,0.6,0.12,1.04,1.32,2101,"Take"
87.1,1,1,0.27,0.92,-0.97,1.61,2183,"Take"
83.5,0,0,0.14,0.13,0.43,1.3,2120,"Take"
91.6,1,0,0.52,1.69,-0.06,1.59,2126,"Take"
87,0,0,0.31,0.81,-0.61,0.21,2145,"Take"
94.5,2,2,-0.99,1.09,-1.44,3.02,2197,"Weak/Miss"
80.4,2,2,1.41,-0.93,-0.86,2.18,2730,"Weak/Miss"
79.4,1,2,1.63,-0.91,-1.26,1.19,2716,"Take"
85.6,0,1,-1.27,0.72,-2.41,1.98,1618,"Take"
86.2,0,0,-1.34,0.45,-0.95,1.3,1654,"Weak/Miss"
94,1,2,-1.32,0.72,0.17,3.22,2192,"Strong"
94.2,1,1,-0.99,1,-0.98,3.09,2218,"Strong"
86.8,0,1,-1.22,0.03,-0.27,0.46,1558,"Take"
80.5,0,0,1.23,-0.9,-0.64,1.7,2475,"Take"
78.8,0,0,1.48,-0.93,-0.58,0.97,2719,"Weak/Miss"
79.5,1,0,0.44,0.04,-0.61,1.45,2114,"Strong"
80.5,0,0,0.35,-0.01,-1.08,2.59,2042,"Take"
84.9,1,1,0.02,0.49,-0.88,1.53,2478,"Strong"
85.9,0,1,0.09,0.53,-1.49,0.27,2532,"Take"
83.8,0,0,0.02,0.48,0.26,1.57,2492,"Take"
85.1,1,0,0.24,0.46,-0.55,1.33,2471,"Weak/Miss"
85.9,0,0,0.11,0.72,-1.45,0.6,2546,"Take"
94.2,0,1,-0.07,1.21,1.05,3.23,2377,"Strong"
94.6,0,0,-0.45,1.25,0.6,3.07,2326,"Weak/Miss"
86,0,2,-1.17,-0.24,0.15,3.09,2865,"Strong"
85.7,0,0,-1.19,-0.52,-1.6,0.51,2906,"Weak/Miss"
90.5,1,1,1.23,0.86,-0.02,2.7,2124,"Strong"
90.4,1,0,1.24,1.07,-0.33,2.79,2216,"Strong"
91.3,0,0,1.25,1.05,-0.79,3.78,2224,"Take"
90.5,0,0,-0.27,1.29,1.56,2.79,2241,"Weak/Miss"
91.5,2,2,-0.47,1.41,-0.35,3.74,2245,"Weak/Miss"
82.3,2,2,0.69,-0.01,1.33,2.67,2222,"Strong"
91.3,1,2,-0.44,1.35,-1.28,5,2273,"Take"
91.2,0,2,-0.3,1.4,-1.67,4.42,2126,"Take"
86,0,1,0.39,0.37,1.48,2.22,2353,"Strong"
85.5,0,0,0.61,0.5,-0.38,3.6,2404,"Take"
93.4,0,2,0.39,1.18,0.1,3.11,2505,"Strong"
92.4,0,1,0.35,1.05,0.45,2.63,2507,"Weak/Miss"
83.2,2,2,0.93,0.44,0.44,2.96,2067,"Weak/Miss"
91.9,1,2,-0.47,1.22,0.57,4.6,2092,"Take"
91.7,1,1,-0.3,1.36,1.02,2.8,2187,"Weak/Miss"
92.4,0,1,-0.55,1.37,0.21,3.82,2298,"Take"
92.2,0,0,-0.5,1.37,1.05,2.63,2202,"Weak/Miss"
93.3,0,0,-1.45,0.74,-0.98,2.68,2120,"Strong"
84.9,2,1,-0.98,-0.15,-0.57,1.74,1680,"Weak/Miss"
92.8,1,1,-1.44,0.58,-1.62,3.29,2162,"Take"
85.5,0,1,-1.31,-0.08,0.41,0.49,1716,"Take"
80.3,0,0,0.1,-0.36,0.58,1.76,2340,"Weak/Miss"
88.2,0,2,-0.33,1.36,0.2,2.39,1994,"Strong"
88.2,0,1,-0.34,1.22,0.11,1.66,1868,"Take"
79.7,0,0,-0.24,0.43,-0.61,1.88,1152,"Take"
86,2,2,-0.95,-0.17,-1.06,2.23,1561,"Strong"
85,1,2,-1.04,-0.17,-0.85,1.17,1600,"Take"
91.6,0,2,-0.97,1.15,0.69,4.3,2060,"Take"
87.1,3,0,-1.09,1.07,-1.07,0.99,1953,"Take"
79,0,0,0.24,-0.13,-0.02,3.33,2147,"Take"
80.3,2,0,-0.17,1.17,-1.46,3.31,1312,"Take"
80.3,1,0,-0.26,1.02,0.97,1.83,1328,"Take"
75.8,0,0,0.48,-0.79,0.29,1.2,1908,"Take"
82.6,2,2,0.18,-0.73,-1.23,2.24,2411,"Weak/Miss"
85.9,2,1,0.06,0.12,0.48,0.88,2414,"Strong"
83.6,1,1,0.03,-0.48,1.62,-0.51,2341,"Take"
93,0,1,-0.37,1.56,1.19,3.29,2318,"Take"
83.2,0,0,0.26,-0.49,0.88,0.47,2384,"Weak/Miss"
89,3,2,-1.48,0.59,-0.6,2.28,1847,"Strong"
84.3,2,2,0.05,-0.45,1.53,0.28,2458,"Take"
93.9,1,2,-0.92,1.65,1.2,2.64,2326,"Take"
85.9,1,1,-0.12,0.42,0.52,1.4,2456,"Weak/Miss"
93.4,0,1,-0.96,1.53,1.15,3.01,2222,"Take"
80,1,2,-0.51,-1.16,-0.24,0.71,2581,"Weak/Miss"
81.7,0,2,0.55,0.24,0.57,4.47,948,"Take"
83.1,0,2,0.95,0.23,1.01,3.59,1101,"Weak/Miss"
95.2,0,1,0.45,1.23,0.36,2.14,2019,"Strong"
80,0,0,-0.96,-0.88,-0.06,3.26,2646,"Take"
84.5,0,1,0.51,-0.56,0.07,1.62,2474,"Strong"
93.2,0,0,-0.84,1.52,-0.57,1.72,2327,"Take"
95.6,1,2,-0.77,1.38,0.28,2.26,2522,"Weak/Miss"
77.3,1,2,0.63,-1.1,0.29,1,2324,"Strong"
94.4,1,2,-0.5,1.36,-0.76,3.74,2408,"Strong"
94.2,0,1,-0.33,1.38,-0.48,5.75,2260,"Take"
78.4,0,2,0.82,-1.01,0.56,1.53,2282,"Strong"
95.4,0,1,-0.68,1.41,0.61,3.17,2316,"Weak/Miss"
84.4,0,0,-0.72,0.84,-0.74,2.83,1473,"Take"
85.7,1,0,-1.11,0.51,-0.53,1.85,2257,"Strong"
92.5,0,0,-0.79,1.5,-1.24,3.27,2324,"Take"
90.3,3,2,0.64,1.17,-0.33,2.28,2791,"Strong"
90.7,3,2,0.79,1.22,-0.26,2.16,2659,"Weak/Miss"
90.7,2,2,0.94,1.14,1.67,2.04,2725,"Take"
91.4,2,0,0.82,1.14,0.07,2.08,2607,"Strong"
95.6,2,2,-0.56,1.5,-0.57,2.79,2555,"Strong"
90.4,1,0,0.95,1.13,-1.05,1.63,2612,"Take"
77.5,2,1,0.8,-1.2,0.66,0.45,2422,"Weak/Miss"
92.2,0,0,0.97,1.1,-1.2,1.72,2794,"Take"
83.7,2,0,-0.98,0.6,-0.7,2.4,1458,"Weak/Miss"
79.8,1,0,0.7,-1.22,1.52,-0.02,2524,"Take"
87.9,1,2,-1.3,-0.08,-0.77,3.11,2112,"Strong"
76.6,0,0,0.91,-1.19,-0.87,2.02,2505,"Take"
85.2,0,0,-1.5,0.13,0.31,2.33,2106,"Weak/Miss"
86.7,3,2,-0.97,0.34,1.02,0.41,1527,"Take"
77.8,2,2,0.39,-0.44,-1.54,4.35,1387,"Take"
78.9,2,1,0.61,-0.86,0.1,1.63,2062,"Weak/Miss"
93.7,1,1,-0.77,1.23,1.98,2.32,2069,"Take"
92.9,0,1,-0.64,1.25,0.76,4.11,2108,"Take"
85.3,1,1,-0.88,0.86,-0.73,2.27,1562,"Strong"
93.7,0,1,-0.83,1.24,0.19,3.97,2026,"Take"
90.5,1,2,-0.83,1.4,-0.25,3.55,2300,"Weak/Miss"
93,3,2,0.99,1.06,0.47,3.76,2379,"Weak/Miss"
80.8,0,1,-0.37,-0.02,-0.81,5.11,745,"Take"
93.4,2,2,0.72,1.12,-2.25,1.16,2302,"Take"
83,2,1,-1.05,0.21,-1.43,1.93,2470,"Weak/Miss"
82.2,1,1,-1.19,-0.03,-1.3,0.99,2440,"Take"
83.3,0,1,-1.03,0.01,-1.75,1.55,2387,"Take"
82,0,0,-1.25,-0.02,-0.63,1.25,2373,"Weak/Miss"
85.9,1,0,-0.08,0.43,0.17,2.7,1941,"Strong"
93.7,0,0,-0.84,1.45,1.03,2.12,2193,"Take"
85.7,2,1,-0.52,0.29,-0.49,1.88,2349,"Strong"
94.1,1,1,0.61,1.48,-1.05,1.87,2012,"Take"
78,0,0,-0.4,-0.57,0.29,3.98,2668,"Take"
85.8,1,1,-0.58,0.28,-1.03,1.39,2477,"Strong"
92.1,1,0,0.19,1.36,0.7,2.72,1976,"Take"
84.1,0,0,-0.69,0.17,-1.89,1.81,2485,"Take"
83.9,2,2,0.2,-0.09,0.46,1.27,2623,"Weak/Miss"
94.3,1,2,-0.21,1.33,-0.56,4.23,2395,"Take"
93.3,0,0,-0.42,1.33,-1,3.52,2461,"Take"
97.5,1,2,-0.82,1.3,0.16,3.42,2163,"Strong"
97,1,2,-1.1,1.11,-1.05,3.81,2136,"Strong"
83.2,1,1,0.12,-0.3,-0.57,2.02,1852,"Weak/Miss"
97.2,0,1,-1.23,1.27,-1.17,4.58,2228,"Take"
96.1,0,0,-1.11,1.2,-0.03,2.29,2211,"Strong"
94.8,3,1,0.35,1.54,-0.21,1.89,2215,"Strong"
94.7,2,1,0.17,1.64,-1.36,3.9,2243,"Take"
94.3,2,0,0.55,1.12,0.31,3.13,1919,"Strong"
94.2,1,0,0.46,1.15,-1.27,3.09,2033,"Take"
77.3,0,0,-0.16,-0.94,-1.05,0.72,2642,"Take"
93.3,2,2,-0.07,1.44,0.39,3.45,2287,"Weak/Miss"
85.6,1,2,0.38,0.28,-1.48,2.63,2277,"Take"
82.9,0,2,0.41,0.09,-0.83,1.09,2194,"Take"
84.7,0,1,0.7,0.14,-0.87,2.91,2237,"Take"
93.6,0,0,-0.42,1.12,-0.68,2.91,2202,"Strong"
85.9,2,1,0.32,0.43,0.33,2.35,2113,"Weak/Miss"
82.4,1,0,-1,0.69,-1.09,3.59,1354,"Take"
86.6,0,0,0.01,0.66,-1.21,1.47,2174,"Take"
78.4,0,0,0.8,-0.91,0.48,1.28,2748,"Strong"
91.7,1,2,0.61,1.12,0.98,2.51,2524,"Strong"
82.4,0,1,-0.69,-0.09,-0.59,1.19,2490,"Weak/Miss"
79.4,0,0,-0.65,-0.12,-0.03,2.68,2455,"Weak/Miss"
85.4,3,2,0.52,0.35,-1.19,2.23,2241,"Strong"
93,2,2,-0.43,1.45,-1.31,3.78,2272,"Take"
85.8,2,2,-0.11,0.43,-1.26,2.25,2262,"Weak/Miss"
84.3,2,2,0.54,0.03,0.21,2.55,2315,"Weak/Miss"
93.4,2,1,-0.67,1.5,-0.18,2.82,2244,"Weak/Miss"
84.4,1,1,-1.26,0.42,-1.5,0.86,1557,"Take"
84.3,0,1,0.29,0.5,-0.89,2.53,2324,"Take"
92.2,0,0,-0.56,1.48,0.16,2.45,2301,"Take"
75.6,1,1,-1.14,-0.83,-1.43,2.12,2977,"Weak/Miss"
83.5,0,0,-0.24,-0.13,-2.53,0.52,2544,"Take"
91.4,2,2,0.9,1.25,0.18,3.25,2219,"Weak/Miss"
77.6,2,1,-0.86,-0.95,0.66,2.23,3026,"Take"
78,1,1,-0.47,-1.01,-0.84,-0.84,2972,"Take"
90.7,0,1,0.28,1.55,-1.39,2.78,2230,"Take"
93,0,0,0.39,1.3,0,1.61,2334,"Take"
92.3,1,2,0.15,1.46,-0.34,3.47,2279,"Weak/Miss"
91.5,2,2,-0.26,0.75,-0.49,2.85,2002,"Weak/Miss"
90.7,1,2,-0.07,0.82,-1.46,3.68,2012,"Take"
78,0,2,-0.97,-0.93,-1.36,1.01,3038,"Take"
78.4,0,1,-1.31,-0.84,-0.48,0.75,3101,"Weak/Miss"
91.1,0,1,-0.27,0.88,-1.51,3.14,2114,"Take"
77.4,0,0,1.33,-0.56,-0.08,1.65,2421,"Take"
78.8,0,0,-1.28,-0.68,-0.73,1.61,3071,"Take"
81.6,0,0,1.01,-0.24,0.15,2.56,2630,"Strong"
92.2,3,0,-0.52,0.89,-0.24,1.97,2025,"Strong"
92,2,0,-0.84,0.76,0.87,3.46,1993,"Take"
79.6,1,0,1.49,-0.09,1.29,0.69,2463,"Take"
78.4,0,0,1.31,-0.21,-2.16,3.34,2499,"Take"
94.6,3,2,0.78,0.92,-0.69,1.99,2422,"Weak/Miss"
89.6,3,2,-0.12,0.44,0.12,1.73,2544,"Weak/Miss"
94.3,2,1,0.83,0.89,-1.35,0.9,2349,"Take"
94.2,1,1,0.91,0.55,0.99,3.91,2424,"Take"
91,0,1,0.29,0.85,-0.56,1.11,2529,"Take"
90,0,0,0.22,0.79,-0.46,2.56,2597,"Take"
92.2,2,2,-0.62,1.2,-0.78,4,2108,"Weak/Miss"
91.3,2,1,-0.37,1.2,-0.34,3.32,2026,"Weak/Miss"
91.2,2,0,-1.07,0.96,-0.8,3.01,2041,"Take"
92.3,1,0,-0.54,1.34,1.34,0.72,2158,"Take"
91.1,0,0,-0.5,1.28,0.78,1.55,2061,"Take"
77.1,1,0,-0.28,-0.58,-0.59,2.08,2344,"Strong"
90.9,0,0,1.1,0.76,1.38,2.1,1861,"Take"
78.5,1,1,-0.24,-0.68,0.17,2.72,2298,"Strong"
88.5,1,0,0.03,0.43,0.36,3.1,1944,"Weak/Miss"
86.8,0,0,-0.04,0.36,-0.9,1.25,1923,"Take"
78.7,3,2,-0.22,0.39,-0.67,2.52,2108,"Strong"
89.9,2,2,1.45,0.14,1.13,1.83,2273,"Take"
80.3,0,2,-0.29,0.57,-1.34,2.72,2102,"Take"
90.7,0,1,1.3,-0.11,0.42,2.97,2195,"Weak/Miss"
92.6,1,2,0.4,1.25,0.36,3.66,2096,"Weak/Miss"
79.2,1,1,-0.26,-0.73,-0.38,1.23,2274,"Weak/Miss"
77.5,0,0,-0.73,-0.4,0.41,3.72,2040,"Take"
85.9,2,0,-0.19,0.82,-0.78,1.9,2173,"Strong"
83.7,1,0,-0.33,0.52,-1.14,2.67,2014,"Take"
89.1,0,0,1.08,0.64,-0.25,0.65,2149,"Take"
90.1,1,0,1.04,0.48,0.48,2.22,2016,"Weak/Miss"
86.1,0,0,-0.51,0.44,-1.72,1.71,2155,"Take"
86.2,2,2,0.17,0.03,0.76,1.91,2593,"Strong"
89.2,1,2,-0.86,0.76,-0.95,1.19,1558,"Take"
85.3,1,1,0.03,0.06,-0.38,0.73,2462,"Weak/Miss"
94.9,1,0,-0.91,1.33,-0.54,2.44,2206,"Take"
85.7,0,0,-0.02,0.17,0.39,0.3,2555,"Take"
86.1,1,2,-0.38,0.51,-0.63,1.62,2216,"Strong"
92.1,1,2,1.12,0.86,0.39,2.03,2124,"Weak/Miss"
83.9,0,2,-0.43,0.15,-0.63,0.39,2081,"Take"
87.1,0,1,-0.2,0.75,-0.79,2.03,2178,"Take"
90.6,0,0,1.15,0.44,0.74,1.39,1989,"Weak/Miss"
82,2,1,-0.06,-0.49,-0.97,1.89,2607,"Strong"
81.2,2,0,0.09,-0.64,-0.12,2.78,2543,"Take"
93.9,1,0,-0.79,1.34,0.3,3.76,2404,"Take"
88,0,0,-1.4,0.6,-1.18,2.06,2284,"Take"
81.9,1,1,0.22,-0.32,-0.67,1.63,2645,"Strong"
86.1,0,0,-1.38,0.61,-1.66,1.79,2231,"Take"
83.2,0,2,-0.64,-0.58,-0.93,0.35,2579,"Weak/Miss"
88.7,0,1,0.43,1.5,0.48,2.17,2094,"Strong"
82.1,0,1,-0.41,-0.55,0.4,2.49,2554,"Take"
95.7,0,0,1.04,0.36,0.7,2.55,2044,"Take"
91,1,2,-0.5,0.93,-0.77,3.31,2342,"Weak/Miss"
90.6,1,1,-0.16,1.13,-0.56,3.6,2293,"Weak/Miss"
85.1,0,1,-1.06,0.74,0.18,0.94,1742,"Take"
98.1,3,2,-0.64,1.5,-0.69,2.23,2418,"Weak/Miss"
97.5,2,2,-0.62,1.31,-1.34,3.89,2471,"Take"
92.2,1,1,-1.12,0.96,-0.34,0.69,1834,"Take"
97.3,0,1,-0.53,1.49,-0.28,1.35,2517,"Take"
97.7,0,0,-0.59,1.42,-0.61,2.76,2508,"Weak/Miss"
88.2,1,0,-1.34,0.34,-0.4,2.28,2382,"Strong"
82.7,0,0,0.1,-0.24,-1.68,2.93,2603,"Take"
91.2,2,2,-1.23,-0.09,-1.29,2.35,1338,"Weak/Miss"
97.3,1,2,-0.61,1.24,-0.69,4.42,2209,"Take"
93.2,1,1,-1.13,0.24,0.21,1.25,1486,"Weak/Miss"
91.1,1,0,-1.07,0.02,0.52,2.21,1347,"Weak/Miss"
97.5,0,0,-0.43,1.03,-0.63,4.16,2221,"Take"
89.4,1,2,-0.15,0.46,-0.15,2.58,2209,"Strong"
96.2,1,1,1.27,1.39,-0.02,1.67,2311,"Take"
90.2,0,1,0.2,0.58,-1.08,0.76,2173,"Take"
87.9,0,0,-0.21,0.39,-0.67,2.5,1971,"Take"
89.2,2,2,-0.12,0.31,-0.79,2.05,1998,"Strong"
89.5,1,2,-0.13,0.48,-2.13,1.37,2075,"Take"
89,1,1,-0.03,0.51,-0.49,2.36,2110,"Weak/Miss"
88.8,0,0,-0.24,0.45,-1.41,2.31,2015,"Take"
87.1,0,2,-0.28,0.28,-0.28,2.03,1985,"Weak/Miss"
87.8,0,0,-0.02,0.42,-1.16,1.71,1907,"Weak/Miss"
